row_id,Hindi,Mundari,Hindi_length,Mundari_length,character_ratio,word_ratio,category,reason
9709,तुम क्या सो रही हो ! इतनी रात में सूत कात रही हो !,चेकनअःम उडुःकेदा! नमिन निदाम तकुइःतना!,50,38,0.76,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
9722,लेकिन इस तरह के आदेश देने के बाद भी वे नहीं माने।,मेनदो मपरड.एनजनचि काको मनतिड.जना।,49,33,0.6735,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
9738,इसके बाद वे दोनों चले गये।,एनतेकिङ सेनोःतना।,26,17,0.6538,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
9766,"जगुआ - मैं तुमको देख के पहचान रहा हूँ, हम दोनों दो बार बातचीत किये थे, इतना तो मैं नजर नहीं फेर रहा हूँ।",जगुअ - लेलउरुमजदमेअइङ; बरसा लेकालङ जगरअकना; अमिनङ-गेदो काइङ दिकुमेद्अकना।,104,73,0.7019,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
9808,मचान में बैठा हुआ आदमी बेकार में रात भर जगा रहा।,मचारे दुब्अकनिः समागेए मेद्अङलदा।,48,33,0.6875,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
9832,तुम मुंह उपर करके सोये रहने पर वह तुम्हारे छाती में बैठ जाता है।,"समबिरअकनए नमकेमरेदो, कुड़मरेगए दुबा ।",64,37,0.5781,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
9878,जहाँ कोई स्थान मे मुण्डा लोग रहते है (बसजाने पर) गांव टोला नही लुप्त हो (पहचान) के लिए भी पत्थर गड़ी किया जाता है।,दिरि बिद् रेयअः चोलोन नङको परियाएते रिका अगुआकना।,114,49,0.4298,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
9962,वह मजाक करने में उनका काफी नाम था।,इनिः अरगएरेए नुतुमलेना।,34,23,0.6765,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
10024,"भट्ठियों आग से जब धरती जलने लगी, आकाश धुवें से भर उठा।",हन्ते दो ठकुरैन धरती जोलोम तन। लखि ठकुरद्यैन ओको मुलि धरती लोलोम केद एन मुलि ते ओते सपेल इदि जन आद् ओको मुलि ते जोलोम् कए तेबः केद् एन मुलि ते बुरू को बैजन ।,54,157,2.9074,2.9167,REVIEW_REQUIRED,Borderline character ratio (2.91)
10145,"उड़ुगा-‘‘हमदोनों का नाम कहने के बाद, मैं खुशी से पागल हो गया था, इसलिए मैंने उनसे नहीं पूछा।",काचिम कुलिकिःअ ?’’,92,18,0.1957,0.1667,SEVERE_ANOMALY,Severe short Mundari character ratio (0.20 < 0.3)
10199,इन सब बातों में मुझे बहुत पसन्द आया।,एनाकोइङ सुकुअदा।,36,16,0.4444,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
10221,मर जाने वाले पर हम क्रोधित नहीं होते हैं और उनलोगों की छाया भीतरवाले कमरे ; रसोई का कमरा द्ध में प्रवेश कराते हैं।,"गोएःजनको काबु कीसिअकोतना, अद् इनकुअः उमबुल अदिङरे अदेरोःतना।",114,60,0.5263,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
10239,"पहाड़ नदी , नला नदी",गड़ा,19,4,0.2105,0.2,SEVERE_ANOMALY,Severe short Mundari character ratio (0.21 < 0.3)
10251,ये चिन्ह 500-2000 ई0 पू0 का कहा गया ।,नेअः चिनहा कोदो 5000 एते 2000 सिरमा जीसु खीस्ताः जोनोम् सिदा (Before Christ) कोरअः कजियोः तना।,37,94,2.5405,1.7778,REVIEW_REQUIRED,Borderline character ratio (2.54)
10404,"आकाश के सिंह बंगा, लटकन बूढ़ा लूटकूम बुढ़िया - - खसरा लड़का, तोरे लड़का छैल संधू की प्रेमिका - - यशु योजक चीन योजक चीन मरियम - - मारता - - लकी - योग चिन्ह मैगडेलीय - - द्रौपदी योजक चीन - हिडिंबा - - साबरी - - तुम्हारा ही भरोसा है योजक चीन - ।","सिरमारेन सिङबोंगा, लुटकुम हाड़ाम, लुटकुम बुड़िआ.... खसरा कोड़ा, तोरो कोड़ा छाएला संदु सोगोति... यीशु मरियम..... मास्था....लूस...... मदली द्रौपदी हिडिम्बा सबरी.आपेआः गे बोरसा...!",242,177,0.7314,0.3929,REVIEW_REQUIRED,Borderline word ratio (0.39)
10414,इस प्रकार सरदार लड़ाई या अंदोलन की शुरूआल हुई।,"नेलेकन कजि कोतेगे सरदार लड़ई चा उलगुलान एमनको होबाजना मेनदो दिसुमरे जेताए मुंडा उरङ कोअः कजि अयुमको, लिबुइको, हरदुको काको नमजना।",46,128,2.7826,2.3333,REVIEW_REQUIRED,Borderline character ratio (2.78)
10434,प्राकृतिक गैस इसके कुछ उदाहरण हैं।,"प्राकृतिक संसाधन कोरेया हनाटिङ ओते हासा, होयो दअः ओड़ो जिलिआन इसु भौतिक कारक कोरे निर्भर ताइना।",34,95,2.7941,2.6667,REVIEW_REQUIRED,Borderline character ratio (2.79)
10489,"उड़ुगा-‘‘मेरे घर में सूप भी है, गोलाकार पत्थर भी है, इसलिए जहां मैं कपड़ा बुनता हॅू उस जगह पर आप मुझको सिखाईये-आप कहते जाईये और कपड़ा बुनते के साथ मैं सुनुंगा और सूप भी आप ही पकड़िये।’’",मेनदो कोतअःरेलङ दुबा ?’’,185,24,0.1297,0.1081,SEVERE_ANOMALY,Severe short Mundari character ratio (0.13 < 0.3)
10530,उन दोनों को मजाक अच्छा नहीं लगा ।,लनदा का सुकुकेद्किङअ।,33,21,0.6364,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
10555,"झुका हुआ है, सटा हुआ है।",लिड़ुअकन जोपोद्अकना।,24,20,0.8333,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
10586,तुम्हारे घर की बहु तुमको मदद करने पर भी उन तीनों से तुम दोनों नहीं जीत सकोगे।,अपे ओड़ःरेन किमिन देंगामेरेओ काबेन दड़िअकोअ।,77,44,0.5714,0.3529,REVIEW_REQUIRED,Borderline word ratio (0.35)
10651,"आपलोगों के द्वारा मुर्गा देने से भी बनेगा, बकरा देने से भी बनेगा, उन्हीं के द्वारा नुकसान करने पर ही, इस तरह के बलिओं को चाहते हैं ऐसा मैं आपलोगों से कह रहा हूँ।","सिमपे ओमअकोरेओ बइओअ, मेरोमपे ओमअकोरेओ बइओअ। इनकुगे हतिरतनरे च, नेकन दंड़ेंको नमतनाइङ मेतअपेअ।",161,93,0.5776,0.3824,REVIEW_REQUIRED,Borderline word ratio (0.38)
10660,इसके बाद वे एक दूसरे का अभिवादन कर अपने अपने रास्तों में चले गये।,एनतेदो जोपोअरजनचिकिङ अपन अपिनेनजना।,65,35,0.5385,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
10870,किसको क्या हो रहा है! चलो हमलोग दौड़ के जायेंगे !’’,ओकोए चेकाओःतना! दोलाबु निरेअ!’’,51,31,0.6078,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
10881,दुःख चलाने वाले के शरीर में जडी-बुटी दवाओं का कोई प्रभाव नहीं होता है,दुकुअकनिअः होड़मोरे रे’द रनुको गोसोगोःअः,69,40,0.5797,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
10911,० वायु दाब एवं धरातलीय पवनें,नेअः बोओः कुन्दुड़ि गोलार्द्ध रअः उपोष्ण कटिबंधीय दाब तोनोलःते ते उपनव कना।,28,75,2.6786,2.0,REVIEW_REQUIRED,Borderline character ratio (2.68)
10942,समधि भेंट के बाद बाजा बजाने वालों के साथ वे गांव के चारों ओर घूम लिये।,मेरगेराइ तयोमते हतुको बियुरकेदा बजुड़िअं कोलोःगे।,70,49,0.7,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
10946,सोसो बोंगा रे असुर कहानी में कहा जाता है कि कसरा कोड़ा तोरो कोडा जिंन असुर महिलाओ को उपर की ओर चारो दिशा में गिरने जैसा उछाला था उनमें से जो सड़को पर गिरी वे लंघन बोंगा बन गई।,"असुर कहनिरे कजिओःतना, ‘‘कसरा कोड़ा हिचिगिड़िलेद् असुरकोरे होराकोरे उयुजनको लंघन बोंगाजना’’।",175,91,0.52,0.2821,SEVERE_ANOMALY,Severe word count divergence (0.28)
10981,"इतने सालों तक हम एक दूसरे से अलग नहीं होने पर, मरने के समय पर क्या हम एक दूसरे से अलग होंगे ?","इमिन सिरमा कालिड. बपागेजनते, गोजोःतनरेचि‘ड़ोःलिड. बपागेअ ?’’",93,60,0.6452,0.3043,REVIEW_REQUIRED,Borderline word ratio (0.30)
11077,बड़ंदा शीघ्रता में लोहराओं के पुवाल वाले छपरि में प्रवेंश कर अपने को भींगने से बचाने का प्रयास करने लगे।,बड़ंदा कोड़ादो बड़एकोअः चपिरिरे सुरूनजना।,104,41,0.3942,0.25,REVIEW_REQUIRED,Borderline character ratio (0.39)
11184,इस तरह करते करते बड़ी हो जाती है और वहां पर आदत हो जाने पर हमेशा के लिए रह जाती है।,एनका एनकाते मरङजप अद् हनरेओए हेवाजनचिइ टइनउतरेना।,83,49,0.5904,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
11193,आपलोग पानी वगैरह पी लीजिए कहके उनलोगों से कहा गया लेकिन वे नहीं माने।,दअःको नूलेपेको मेनलेद्कोअ; काकोअःजना।,69,37,0.5362,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
11209,इसके साथ ही इस तरह का बात फैल गया और बहुत सारे गांवों के लोगों को चेचक के शुरूआत होते ही हंसुआ के नोक से चोट पहुंचवाने लगे।,"एनलोःदो कजि पसरवजना, अद् इसु हतुरेनको मरि एटेःजनलोःगेको तोमबअःनजना।",123,67,0.5447,0.3214,REVIEW_REQUIRED,Borderline word ratio (0.32)
11245,"एक ने तो बकरे का कटा हुआ पिछला पैर का टुकड़ा लाकर गुलर के पेड़ के धड़ में टेक लगा के रख दिया, दूसरे ने आदमी के कटे हुए पैर के टुकड़े मुंह से पकड़ कर लाते हुए गुलर के धड़ में टेक लगा के रख दिया और एक ने पूरे कुता को ही मुंह से पकड़ते हुए लाया और पेड़ के नीचे रख दिया, दो बाघों ने कटा हुआ बैल के पिछला पैरों के एक एक टुकड़े लाये, लाये गये सभी मांस को रखकर, सब बैठ गये, वे झक सफेद दिख रहे थे। बुदु के पेट से गुड़गुड़ाहट की आवाज आ रही थी।",बुदुअः लाइःदो हड़ा हुड़ुतन सड़ितना।,434,35,0.0806,0.0481,SEVERE_ANOMALY,Severe short Mundari character ratio (0.08 < 0.3)
11250,"औरतें-‘‘उनके द्वारा वापस जबाब नहीं देने पर भी हमलोग उनको बहनोई कहेंगी, वह आपको छाया प्रदान करेंगे, वह आपको किस लिए छोड़ सकते हैं ?’’","कुड़िको, ‘‘काए कजिरुड़ाकेद्रेओले तेनजङअइगेअ; उमबुल रुड़ामेगेअए; चिलकाए बगेमेअ ?’’",132,81,0.6136,0.36,REVIEW_REQUIRED,Borderline word ratio (0.36)
11253,दुरगा-किस तरह से ?,दुरगा-चेकाते?,18,13,0.7222,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
11333,मुझे बताइये।,हे अबा बुतलै हातु चनाः मेन्ते एनका नुतुम जना एना उदुबइंग मे।,12,60,5.0,6.0,SEVERE_ANOMALY,Severe long Mundari character ratio (5.00 > 3.0)
11382,अध्याय 3,अपि कुतुइल  (कुतुइल 3),8,22,2.75,2.0,REVIEW_REQUIRED,Borderline character ratio (2.75)
11449,नौका से पहले पार होने वाले का नाम सरअः पुर्ती और बाद में पार होने वालों का नाम सण्डी-पुर्ती रखा गया।,मियद कजीमे काने-काने कजिदो फलतु देके।,100,37,0.37,0.2857,REVIEW_REQUIRED,Borderline character ratio (0.37)
11475,तुंरत यहाँ का पुर्नगठन आयोग रांची से पटना लौट गया इस प्रकार जयपाल सिंह को बिहार के आयोग की चाल के कारण झारखंड अलग राज्य की बात नहीं हो पाई।,एन लोः नेताः रे पुनर्गठन आयोग राँची आते पटनाए रूआड़ा जाना।,139,58,0.4173,0.3667,REVIEW_REQUIRED,Borderline word ratio (0.37)
11498,वे ले जाते।,कद् तैकेल ईनिः एनागेः इदि केद आद् सूद मूड़ मोद काठ तलाए ओमऐय।,11,61,5.5455,4.3333,SEVERE_ANOMALY,Severe long Mundari character ratio (5.55 > 3.0)
11507,"इसके बाद कुदाली को कंधे में लेकर, छोटा सा घड़ा को टांग लिया और गुलर के पेड़ के नीचे एक जगह पर मिट्टी को छील कर समतल किया और उस आस पास के गोबर को चुन लिया और घड़े से डोभा से पानी लाकर, उस साफ किये हुए जगह को गोबर से लीप दिया और घर चला आया।",सेतअः दिपिलि उड़ुगा रसोअल मिअद् कुद्लम असिकिःअ।,238,47,0.1975,0.1207,SEVERE_ANOMALY,Severe short Mundari character ratio (0.20 < 0.3)
11529,मुण्डा-‘‘ बुढ़िया के बिदाई किये गये बेटियों के पास और कुटुम्ब मेहमानों के पास खबर भेजने के लिए आदमियों को चुना गया।,"मुनडा, ‘‘मेनतेदो होड़ोको सलाजना।",115,32,0.2783,0.1818,SEVERE_ANOMALY,Severe short Mundari character ratio (0.28 < 0.3)
11550,इसके बाद दोनों ने एक मोटा लकड़ी का बड़ा बोटा को ले आकर खोढ़र में धकेल के अन्दर किये।,एनतेदो मिअद् दरु अउकेद्चिकिङ उसुकुर अदेरकेदा।,84,45,0.5357,0.3158,REVIEW_REQUIRED,Borderline word ratio (0.32)
11586,आपलोग घरों से मत निकलिए ! वह पैरों से आपलोगों को लात मार सकता है !,अलोपे उड़ुङ बड़ाओअ! इनिः कुलसुतपेगे!,66,36,0.5455,0.3125,REVIEW_REQUIRED,Borderline word ratio (0.31)
11629,इसके बारे में तुम हमदोनों को बताओ।’’,एना उदुबअलिङमे।’’,36,17,0.4722,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
11669,कुछ देर बाद मैं आपलोगों को ले जाउंगा।,हुड़िङ गड़िकेद्रेङ इदिपेअ।,37,26,0.7027,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
11682,सुबह सुबह ऐसा आपस में बहस कर रही हैं !,सेतअःरे नकाबेन कपजितना!,38,23,0.6053,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
11692,भेज रहे हैं विदा कर रहे हैं।,"कुलेतनाको, बिदातनाको।",28,21,0.75,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
11802,"थोड़ी देर में, दुरगा भी निकला और दूर से उनदोनों को देखा।","हुड़िड. हेड़ारे, दुरगात्र्प्रोए उड़ुड.लेना, त्र्प्रद् संगिनातेए लेलतद्किड.त्र्प्रनिकिड. जगरतनरेगेए बोलो रुड़ाजना, त्र्प्रद् रिड़ुए मेतत्र्प्रइतना, “परचार त्र्प्रद्मतुरा हनतत्र्प्रः रेकिड.जगरतना।",56,194,3.4643,1.4167,SEVERE_ANOMALY,Severe long Mundari character ratio (3.46 > 3.0)
11868,"इस तरह की बात बहुत जल्द कई जगहों पर फैल गया और बहुत लोगों ने- ‘‘हमलोगों को काशीपुर ले चलो,’’ कहके, पहले वहां गये हुए वालों से कह रहे थे और उनलोगों ने बाद में जाने वाले लोगों को ले ले गये।","ने कजि सेकेड़ानोगे पसरवलेना, अद् इसुको, ""कसिपुरते इदिलेमे,"" मेनते सेनकेनकोको कजिअद्को अद्को इदिजना।",187,99,0.5294,0.3095,REVIEW_REQUIRED,Borderline word ratio (0.31)
11900,लेकिन आपने पूरा नहीं बताया है।,मेनदो कामचबा‘कद्कोत्र्प्र।,30,26,0.8667,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
11907,"इसपर भी उनलोगों को और डांटने पर, मैं उनसे क्या कहूंगा इस बारे में आपलोगों को पहले में मैं नहीं बताउंगा, लेकिन कहते समय आपलोग सुनेंगे ही।",एनरेत्र्प्रोए एरड.कोरेचेनत्र्प्रःइड.मेतत्र्प्रइत्र्प्र एनादो काइड. उदुब् त्र्प्रयरत्र्प्रपेत्र्प्र। एनरेत्र्पोए एरड.कोरे त्र्प्रयुमेगेेत्र्प्र।,136,143,1.0515,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
11911,और कौन आपके लिए खींच देगा ?’’,"एनते बरनकिङ एनते कूब्किङ सुकुजना, अद् कुड़ि मेअतइतना, ‘‘गपा सेतअःरे अदोअ चउलि इदिकेअते, कुकुरु लोवा सुबारे सिमकिङ बोंगाकेकिङमे; जा लेकातेङ बुगि तबोःका; नेकागे रुआकनगेङ तइनरेदो ओकोए मनडि उतुअमेअ ?",29,195,6.7241,4.1429,SEVERE_ANOMALY,Severe long Mundari character ratio (6.72 > 3.0)
11913,"इसके बाद बुढ़िया बुढ़ा से कह रही थी-‘‘ऐ, जी, अब आपने सुन लिया न, मेरी बात गलती है आपकी बात।’’","हड़म, बलगाए मेतअइतना, ‘‘ओचो, जइङएम बेदाजद्लङअ जाअः!’’",93,53,0.5699,0.35,REVIEW_REQUIRED,Borderline word ratio (0.35)
11935,यदि हैं तो उनलोगों पर दूसरे लोग थूकते हैं।,"मेनअःकोरेदो, इनकुजको बेःअकोअ।",42,29,0.6905,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
11950,"हर दिन गुफा की तरह अंधेरा रहता था और शाम होने के कुछ देर बाद, कोई भी इधर उधर जा नहीं सकता था।","अद् अयुबजनचि, हुड़िड.लेका तयोमते, जेतए सेनबड़ा काको दड़ितन तइकेना।",93,66,0.7097,0.3913,REVIEW_REQUIRED,Borderline word ratio (0.39)
12010,"ये दक्षिण की ओर बहती, कोरिआलिस बल के कारण दाहिनी ओर विक्षेपित होकर विषुवतीय निम्न दाब वाले क्षेत्रों की ओर बढ़ती हैं।",हिजुःपेः नेलेपे चितकाते?,117,24,0.2051,0.1364,SEVERE_ANOMALY,Severe short Mundari character ratio (0.21 < 0.3)
12047,"यह बहुत कठिन प्रशन है, किसी भी बुढ़ा या ओझा या पाहन से मैंने नहीं सुना है।","रसोअल, ‘‘हेला, कका!",74,19,0.2568,0.1765,SEVERE_ANOMALY,Severe short Mundari character ratio (0.26 < 0.3)
12054,अजड़ सावन रे- आसड़ सावन माह में,असड़ सवन रे,31,11,0.3548,0.4286,REVIEW_REQUIRED,Borderline character ratio (0.35)
12092,आपलोग अच्छे हैं कि बीमार हो रहें हैं ?,बुगिनगेत्र्प्रपे चिपे हसुबड़ातना?,38,33,0.8684,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
12182,अम चिमइ सेने लेदा - हे युवती क्या तुम ही चल फिरथी,अम चिमइ सेन लेदा,49,16,0.3265,0.3333,REVIEW_REQUIRED,Borderline character ratio (0.33)
12187,"सभी ने अपने अपने पेट और अमाशय को दिखाना शुरू किये, ठीक उसी समय, पिड़ियुद् चिड़िया अपना भरा हुआ अमाशय को छिपाने के लिए सिड.बोंगा की ओर पीठ करके बैठ गयी और गर्दन को घुमाते हुए, सिड.बोगा की ओर देखने लगी और कह रही है-‘‘देखिए, गोमके, मेरे पेट के अमाशय को देख लिया जाये, मेरी पेट भरी हुई है क्या !’’","सिङबोंगा कुलिजद्कोअ, ‘‘नमिनङ हेड़ारेपे हुनडि चबाजना; होराकोरे जानअः जाअःपे जोमबड़ाकेना! सेबेनको अपन अपन लाइः ओड़ोः उकुः उदुबेनपे।’’",293,131,0.4471,0.2787,SEVERE_ANOMALY,Severe word count divergence (0.28)
12221,ओेेर हँसी-दिल्लगी करते हुए उसका हाथ-पैर दबाने लगी।,"सेन सेन ते पुरःम लगा जना, मेनते लन्दा-लन्दा ते गोटा को दुब होरो किःया। ओड़ोः सोबेन कोते इतिर को एटेः केदा ।",50,107,2.14,2.75,REVIEW_REQUIRED,Borderline word ratio (2.75)
12268,करे मइनम नमे कोआ - नहीं पाओगी युवती वे दोनो तो,करे मइनम नमे कोआ,46,16,0.3478,0.3636,REVIEW_REQUIRED,Borderline character ratio (0.35)
12291,"अब उनसे किसी प्रकार का गंध नहीं आ रहा है, बिसर भी नहीं आ रहा है।","नाअःदो सोअन बनोःजना, सिंड़िः बनोःजना।",64,37,0.5781,0.3125,REVIEW_REQUIRED,Borderline word ratio (0.31)
12294,मैं आपको लोहे की कील से ठोंक दूंगा।,मेड़ेद् किलाइङ किलामेअ।,35,23,0.6571,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
12306,"हमलोगों ने कई बातों को जोड़कर बातचीत किये, हमलोगों ने बात, मृत्यु के बारे में शुरू किये थे, विवाह की बातों की तरफ ले गये, इसके बाद गैर आदिवासी विवाह के बारे में बातें हुई, गैर आदिवासी विवाह से नर्तकी के बारे में बातचीत हुई और ग्रह के विषयों के साथ हमने बातों को अन्त की।","इसुगे जगरबु नंड़िकेदा, गोनोएःरेबु एटेःलअः; अड़नदि-तेबु इदिकेदा; एनतेदो दिकु अड़नदिते नंड़िजना; दिकु अड़नदि आते किलडि-कोअःरे सेनोःजना, अद् गरारेबु टुनडुकेदा।",270,156,0.5778,0.3393,REVIEW_REQUIRED,Borderline word ratio (0.34)
12341,दुरगा-प्रचारक को हम अगुवादार बना रहें हैं।,दुरगा-परचारले सुइदारजत्र्प्रःइत्र्प्र।,42,38,0.9048,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
12389,उस समय बच्चे भजन गा रहे थे।,होनको भजनतना।,27,13,0.4815,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
12405,उस दिन चमगादड़ सुबह से नहीं आया था।,एनतेदो सोबेनको अतिङतेकोजना।,35,27,0.7714,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
12422,इसके बाद एक बुढ़िया के निकलने के बाद उन बच्चों से कह रही है-‘‘तुमलोगों को क्या हो रहा है ?,"एनते मिअद बुड़िअ उडुड.लेनचिइ मेतअकोतना, “चेकाओतनापेअ ?",90,54,0.6,0.35,REVIEW_REQUIRED,Borderline word ratio (0.35)
12433,इसके बाद हम और देख रहे थे।,एनतेत्र्प्रोड़ोःगेले लेलतना।,26,28,1.0769,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
12483,तुम इनकी सेवा के लिए एक दिन निश्चित करो और सब मिलकर खाओ-पीओ।,"सिंगबोंङ मनोआं होनके बूझौ किया चि अम अमाः देङा केन को कमि लेदअः रअः जामेयाः हनातिंग कम ओमद् कोआ ओड़ोः अम एस्कर गेम जोम केदा, एनामेन्ते तिसिङऐ तेइंग तोलम तना ओड़ोः ठहरौ जद् दिनरे निकुअः नङेन्ते सेवा ( सोहराई ) नेग रिकाएमे।",60,221,3.6833,3.2308,SEVERE_ANOMALY,Severe long Mundari character ratio (3.68 > 3.0)
12501,वन पर्वतों में कुसुम  वृक्ष में नये कोमल पत्ते लाल लाल दिख रहे हैं।,बिर-कान्दार कोरे बारू सुड़ा जेंगेद-जेंगेद।,67,42,0.6269,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
12515,"लेपो इस तरफ भाग रहा था, उस तरफ से भी हवा में तेजी से उड़ते हुए, उनको आगे जाने से रोक रही थी। तब वह पीछे मुड़कर भाग रहा था, तब, उस तरफ से भी हवा में तेजी से उड़ते हुए रोक रही थी।","लेपो नेतेए निरतना, नेतेओए सो'र केसेद्जअ:इञअ, हेनतेए निरतना, हेनतेओए सो'र केसेद्जअःइञअ।",177,86,0.4859,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
12578,सुड़ा सागेन - डालियों के नवकोपलें ही नवकोपलें,सुड़ा सांगेन,45,12,0.2667,0.25,SEVERE_ANOMALY,Severe short Mundari character ratio (0.27 < 0.3)
12664,"उसके छत के उपर चमड़े से बना चपुवा रखा हुआ था,उसचपुवा के उपर गिरे वर्षा के जल छापरि से टपकते हुए बड़ंदा के सिंगार वाले कलगा मे लग गया।",एन चपुअरे टोःजन दअः बड़ंदा कोड़ाअः कलगारे टोःजना।,133,49,0.3684,0.2759,REVIEW_REQUIRED,Borderline character ratio (0.37)
12668,बिक्री करने से उनलोगों को अच्छा खासा दाम मिल रहा है।,डिड़िअगे गोनोङको नमरुड़ाजदा।,52,28,0.5385,0.2727,SEVERE_ANOMALY,Severe word count divergence (0.27)
12693,हर साल गरमी दिनों मे छऊ नृत्य रखा जाता है छऊ नृत्य में बंगाल में उस्ताद नाच डॉक्टर सूर्य हाड़ी विनोदर महतो जैसे जाने- माने कलाकार सब आते हैं।,कलाकार को सोबेन लेकान कला नाटख को लेल रिका जदा।,141,47,0.3333,0.3448,REVIEW_REQUIRED,Borderline character ratio (0.33)
12729,हमलोगों को इस तरह से बैठने रहने से पैरों में थकावट आ जायेगी।,अबुदो एनका दुबकोःरे कटाको लगाबुअ।,60,33,0.55,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
12745,"आजकल मैं तालाब बांध रहा हॅू , खुदाई और पत्थरों को एक उपर एक रख कर सजाना बहुत पडा हुआ है।",तिसिड.गपा बनदाइड. तोलना; चलुः त्र्प्रद् दिरि तिरिड. पदान-पडवत्र्प्रकना।,88,71,0.8068,0.381,REVIEW_REQUIRED,Borderline word ratio (0.38)
12773,नौका चलाने वाला अन्त में नौका के साथ ही नदी में भाग गया था इसलिए उसके गोत्र का नाम गाड़ा केवटो-किली हुआ।,एनका ते पुरःआ गे किली को संगी जना।,104,34,0.3269,0.3636,REVIEW_REQUIRED,Borderline character ratio (0.33)
12842,मांगु धान एन(पैरों से धान को डंठल से अलग) कर रहा है।,मांगु बाबाए एन तना।,52,19,0.3654,0.3333,REVIEW_REQUIRED,Borderline character ratio (0.37)
12862,"बुढ़िया-हां ठीक है, किस दिन उनलोगों को बुलाया जायेगा इसके बारे में हमदोनों बात कर लेंगे।",बुड़ित्र्प्र-हे‘मन; त्र्प्रोको हुलड.को रगोःका एनालड. जगरेत्र्प्र।,88,65,0.7386,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
12864,इनका जात डूब जाने अर्थात नष्ट हो जाने के पस्चात इन दोनों मूें अलगावे हो गया।,"इनिअः जति डुबवजनचि, निकिङरे बिपिङगा होबाजना।",76,44,0.5789,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
12975,लोग चिन्ता में पड़े कि इन पर किस चीज का नशा इस तरह छा गया है।,प्राद् तयोम तेदो मजा-मजा दरू जना।,61,33,0.541,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
13098,"ओझा-‘‘हां, ठीक है, लेकिन इस तरह के कामों को सीखने के लिए मूल्य लाने पर भ्रष्ट हो जाता है ऐसा कहते हैं-इस कारण से मुझको डर का अनुभव हो रहा है।’’",हुड़िङ लेका अइङतेओइङ रिका दड़िका मेनपतेगेङ सनङतना।’’,143,52,0.3636,0.2258,REVIEW_REQUIRED,Borderline character ratio (0.36)
13164,इसके बाद बाहर वे वाले कमरे में निकल गये।,एनते ओअरितेको उड़ूङजना।,40,23,0.575,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
13192,मैं कितने प्रकारों को बताउंगा !,चिमिनतेअःइङ उदुब्अपेअ!,31,22,0.7097,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
